chr2L	1007440	1007940	1
chr2L	10096057	10096557	1
chr2L	10143297	10143797	1
chr2L	1015243	1015743	1
chr2L	10180064	10180564	1
chr2L	1019150	1019650	1
chr2L	1019679	1020179	1
chr2L	1021737	1022237	1
chr2L	1022916	1023416	1
chr2L	1027594	1028094	1
chr2L	10305320	10305820	1
chr2L	10306954	10307454	1
chr2L	10308075	10308575	1
chr2L	10309696	10310196	1
chr2L	10310778	10311278	1
chr2L	10311421	10311921	1
chr2L	10313154	10313654	1
chr2L	10364641	10365141	1
chr2L	10365527	10366027	1
chr2L	10366042	10366542	1
chr2L	10366750	10367250	1
chr2L	10369040	10369540	1
chr2L	10372064	10372564	1
chr2L	10375330	10375830	1
chr2L	10376181	10376681	1
chr2L	1039448	1039948	1
chr2L	1043230	1043730	1
chr2L	1047766	1048266	1
chr2L	1048604	1049104	1
chr2L	1049798	1050298	1
chr2L	10801596	10802096	1
chr2L	1080373	1080873	1
chr2L	1080909	1081409	1
chr2L	1082443	1082943	1
chr2L	10837448	10837948	1
chr2L	10838026	10838526	1
chr2L	10838654	10839154	1
chr2L	10839951	10840451	1
chr2L	1084061	1084561	1
chr2L	1085327	1085827	1
chr2L	1086303	1086803	1
chr2L	1092372	1092872	1
chr2L	10963980	10964480	1
chr2L	10964593	10965093	1
chr2L	10966056	10966556	1
chr2L	10966671	10967171	1
chr2L	11167557	11168057	1
chr2L	11168098	11168598	1
chr2L	11171676	11172176	1
chr2L	11175456	11175956	1
chr2L	11179002	11179502	1
chr2L	11185111	11185611	1
chr2L	11185770	11186270	1
chr2L	11186282	11186782	1
chr2L	11187857	11188357	1
chr2L	11188538	11189038	1
chr2L	11189409	11189909	1
chr2L	11189914	11190414	1
chr2L	11190752	11191252	1
chr2L	11191557	11192057	1
chr2L	11192487	11192987	1
chr2L	11193093	11193593	1
chr2L	11193920	11194420	1
chr2L	11203562	11204062	1
chr2L	11813345	11813845	1
chr2L	11815275	11815775	1
chr2L	11816339	11816839	1
chr2L	11817032	11817532	1
chr2L	11820935	11821435	1
chr2L	11821829	11822329	1
chr2L	11823456	11823956	1
chr2L	11826801	11827301	1
chr2L	11828992	11829492	1
chr2L	11845876	11846376	1
chr2L	11874587	11875087	1
chr2L	11903142	11903642	1
chr2L	11928445	11928945	1
chr2L	12142509	12143009	1
chr2L	12156453	12156953	1
chr2L	12172125	12172625	1
chr2L	12172968	12173468	1
chr2L	12567668	12568168	1
chr2L	12568318	12568818	1
chr2L	12568848	12569348	1
chr2L	12569762	12570262	1
chr2L	12570939	12571439	1
chr2L	12998068	12998568	1
chr2L	13000214	13000714	1
chr2L	13003020	13003520	1
chr2L	13003674	13004174	1
chr2L	13004282	13004782	1
chr2L	13244574	13245074	1
chr2L	13246292	13246792	1
chr2L	13249705	13250205	1
chr2L	13251027	13251527	1
chr2L	13251569	13252069	1
chr2L	13298882	13299382	1
chr2L	13299651	13300151	1
chr2L	13331200	13331700	1
chr2L	13331839	13332339	1
chr2L	13349183	13349683	1
chr2L	13354656	13355156	1
chr2L	13355540	13356040	1
chr2L	13414925	13415425	1
chr2L	13445176	13445676	1
chr2L	13458630	13459130	1
chr2L	13461232	13461732	1
chr2L	13500020	13500520	1
chr2L	13500589	13501089	1
chr2L	13501900	13502400	1
chr2L	13704323	13704823	1
chr2L	13704915	13705415	1
chr2L	13706332	13706832	1
chr2L	13771064	13771564	1
chr2L	13772453	13772953	1
chr2L	13773243	13773743	1
chr2L	13775227	13775727	1
chr2L	13776081	13776581	1
chr2L	13777119	13777619	1
chr2L	13779742	13780242	1
chr2L	13780486	13780986	1
chr2L	13782922	13783422	1
chr2L	14039038	14039538	1
chr2L	14039902	14040402	1
chr2L	14043368	14043868	1
chr2L	14044854	14045354	1
chr2L	14045908	14046408	1
chr2L	14047609	14048109	1
chr2L	14049140	14049640	1
chr2L	14049722	14050222	1
chr2L	14050539	14051039	1
chr2L	14051224	14051724	1
chr2L	14054445	14054945	1
chr2L	14095116	14095616	1
chr2L	14097163	14097663	1
chr2L	14948712	14949212	1
chr2L	14953545	14954045	1
chr2L	14954076	14954576	1
chr2L	14965727	14966227	1
chr2L	14972272	14972772	1
chr2L	14973133	14973633	1
chr2L	14974077	14974577	1
chr2L	14974674	14975174	1
chr2L	15013268	15013768	1
chr2L	15016022	15016522	1
chr2L	15023199	15023699	1
chr2L	15035411	15035911	1
chr2L	15074711	15075211	1
chr2L	15083314	15083814	1
chr2L	15083821	15084321	1
chr2L	15097703	15098203	1
chr2L	15181153	15181653	1
chr2L	15182422	15182922	1
chr2L	15195642	15196142	1
chr2L	15200305	15200805	1
chr2L	15248818	15249318	1
chr2L	15250688	15251188	1
chr2L	15251198	15251698	1
chr2L	15254059	15254559	1
chr2L	15255845	15256345	1
chr2L	15256546	15257046	1
chr2L	15552364	15552864	1
chr2L	15643567	15644067	1
chr2L	15908942	15909442	1
chr2L	15911446	15911946	1
chr2L	15913434	15913934	1
chr2L	16000241	16000741	1
chr2L	16042006	16042506	1
chr2L	16168288	16168788	1
chr2L	16660135	16660635	1
chr2L	16664845	16665345	1
chr2L	16665721	16666221	1
chr2L	16677195	16677695	1
chr2L	16679006	16679506	1
chr2L	16972747	16973247	1
chr2L	17130780	17131280	1
chr2L	17410482	17410982	1
chr2L	17421253	17421753	1
chr2L	17422077	17422577	1
chr2L	17427754	17428254	1
chr2L	17429990	17430490	1
chr2L	17433063	17433563	1
chr2L	17784337	17784837	1
chr2L	17832211	17832711	1
chr2L	17843713	17844213	1
chr2L	17860773	17861273	1
chr2L	17868199	17868699	1
chr2L	18156541	18157041	1
chr2L	18158252	18158752	1
chr2L	18184540	18185040	1
chr2L	18186643	18187143	1
chr2L	18250850	18251350	1
chr2L	18275773	18276273	1
chr2L	1836527	1837027	1
chr2L	1837669	1838169	1
chr2L	1848986	1849486	1
chr2L	1849645	1850145	1
chr2L	18844282	18844782	1
chr2L	18845134	18845634	1
chr2L	18845717	18846217	1
chr2L	18846343	18846843	1
chr2L	18851207	18851707	1
chr2L	18851953	18852453	1
chr2L	18852971	18853471	1
chr2L	19516250	19516750	1
chr2L	19517102	19517602	1
chr2L	19517774	19518274	1
chr2L	19518377	19518877	1
chr2L	19519124	19519624	1
chr2L	19521336	19521836	1
chr2L	19522017	19522517	1
chr2L	19522621	19523121	1
chr2L	19524174	19524674	1
chr2L	19526019	19526519	1
chr2L	19599451	19599951	1
chr2L	19602150	19602650	1
chr2L	19605411	19605911	1
chr2L	19606124	19606624	1
chr2L	20027325	20027825	1
chr2L	2006073	2006573	1
chr2L	2006689	2007189	1
chr2L	2009099	2009599	1
chr2L	20837702	20838202	1
chr2L	20840257	20840757	1
chr2L	20851311	20851811	1
chr2L	20852522	20853022	1
chr2L	20853984	20854484	1
chr2L	20858698	20859198	1
chr2L	20859484	20859984	1
chr2L	21075168	21075668	1
chr2L	21078092	21078592	1
chr2L	2109891	2110391	1
chr2L	21377733	21378233	1
chr2L	21380343	21380843	1
chr2L	21380855	21381355	1
chr2L	21629367	21629867	1
chr2L	21631183	21631683	1
chr2L	21632504	21633004	1
chr2L	21650804	21651304	1
chr2L	21681588	21682088	1
chr2L	21682731	21683231	1
chr2L	21683358	21683858	1
chr2L	21699715	21700215	1
chr2L	21725258	21725758	1
chr2L	2311364	2311864	1
chr2L	2314035	2314535	1
chr2L	2314752	2315252	1
chr2L	2315868	2316368	1
chr2L	2317120	2317620	1
chr2L	2318746	2319246	1
chr2L	2327168	2327668	1
chr2L	2357530	2358030	1
chr2L	2359925	2360425	1
chr2L	2361148	2361648	1
chr2L	2388445	2388945	1
chr2L	2391537	2392037	1
chr2L	2392342	2392842	1
chr2L	2393813	2394313	1
chr2L	2394945	2395445	1
chr2L	2399788	2400288	1
chr2L	2401006	2401506	1
chr2L	2402087	2402587	1
chr2L	2402866	2403366	1
chr2L	2404031	2404531	1
chr2L	2404553	2405053	1
chr2L	2405293	2405793	1
chr2L	2405983	2406483	1
chr2L	2769097	2769597	1
chr2L	2770080	2770580	1
chr2L	2771335	2771835	1
chr2L	2779655	2780155	1
chr2L	2784100	2784600	1
chr2L	2786441	2786941	1
chr2L	2797721	2798221	1
chr2L	2798450	2798950	1
chr2L	2799442	2799942	1
chr2L	3171749	3172249	1
chr2L	3172369	3172869	1
chr2L	3199643	3200143	1
chr2L	3717555	3718055	1
chr2L	3718203	3718703	1
chr2L	3726429	3726929	1
chr2L	3730020	3730520	1
chr2L	3737671	3738171	1
chr2L	3739751	3740251	1
chr2L	3755272	3755772	1
chr2L	3762913	3763413	1
chr2L	3771531	3772031	1
chr2L	3772360	3772860	1
chr2L	3939158	3939658	1
