chr2L	87351	87461	1
chr2L	102268	102378	1
chr2L	120446	120556	1
chr2L	120573	120683	1
chr2L	120600	120710	1
chr2L	120687	120797	1
chr2L	120729	120839	1
chr2L	121720	121830	1
chr2L	128609	128719	1
chr2L	129210	129320	1
chr2L	155968	156078	1
chr2L	161419	161529	1
chr2L	221931	222041	1
chr2L	273661	273771	1
chr2L	285691	285801	1
chr2L	357824	357934	1
chr2L	452952	453062	1
chr2L	472210	472320	1
chr2L	479651	479761	1
chr2L	790766	790876	1
chr2L	842676	842786	1
chr2L	851040	851150	1
chr2L	865858	865968	1
chr2L	869811	869921	1
chr2L	1102471	1102581	1
chr2L	1118997	1119107	1
chr2L	1158148	1158258	1
chr2L	1163851	1163961	1
chr2L	1172700	1172810	1
chr2L	1172734	1172844	1
chr2L	1420418	1420528	1
chr2L	1502786	1502896	1
chr2L	1727682	1727792	1
chr2L	1938134	1938244	1
chr2L	1987718	1987828	1
chr2L	2010914	2011024	1
chr2L	2013224	2013334	1
chr2L	2161035	2161145	1
chr2L	2161477	2161587	1
chr2L	2169125	2169235	1
chr2L	2178718	2178828	1
chr2L	2357257	2357367	1
chr2L	2357318	2357428	1
chr2L	2364690	2364800	1
chr2L	2364927	2365037	1
chr2L	2374497	2374607	1
chr2L	2494047	2494157	1
chr2L	2585397	2585507	1
chr2L	2752351	2752461	1
chr2L	2765551	2765661	1
chr2L	2802297	2802407	1
chr2L	2830216	2830326	1
chr2L	2855276	2855386	1
chr2L	2874391	2874501	1
chr2L	2878196	2878306	1
chr2L	2885177	2885287	1
chr2L	2972406	2972516	1
chr2L	2976828	2976938	1
chr2L	3018269	3018379	1
chr2L	3086382	3086492	1
chr2L	3108111	3108221	1
chr2L	3124685	3124795	1
chr2L	3152737	3152847	1
chr2L	3173057	3173167	1
chr2L	3303024	3303134	1
chr2L	3303098	3303208	1
chr2L	3354798	3354908	1
chr2L	3422922	3423032	1
chr2L	3457010	3457120	1
chr2L	3461912	3462022	1
chr2L	3507187	3507297	1
chr2L	3514625	3514735	1
chr2L	3606510	3606620	1
chr2L	3632121	3632231	1
chr2L	3646106	3646216	1
chr2L	3656920	3657030	1
chr2L	3707029	3707139	1
chr2L	3712816	3712926	1
chr2L	3771272	3771382	1
chr2L	3888807	3888917	1
chr2L	3896097	3896207	1
chr2L	4197346	4197456	1
chr2L	4419022	4419132	1
chr2L	4444598	4444708	1
chr2L	4456771	4456881	1
chr2L	4476991	4477101	1
chr2L	4906728	4906838	1
chr2L	4928408	4928518	1
chr2L	4967740	4967850	1
chr2L	4979308	4979418	1
chr2L	4981237	4981347	1
chr2L	4997346	4997456	1
chr2L	4999469	4999579	1
chr2L	5000331	5000441	1
chr2L	5010794	5010904	1
chr2L	5027346	5027456	1
chr2L	5027406	5027516	1
chr2L	5058120	5058230	1
chr2L	5093505	5093615	1
chr2L	5342202	5342312	1
chr2L	5532178	5532288	1
chr2L	5542254	5542364	1
chr2L	5542271	5542381	1
chr2L	5800064	5800174	1
chr2L	5800132	5800242	1
chr2L	5801940	5802050	1
chr2L	5879464	5879574	1
chr2L	5923703	5923813	1
chr2L	5980067	5980177	1
chr2L	5980951	5981061	1
chr2L	5980981	5981091	1
chr2L	6012324	6012434	1
chr2L	6045937	6046047	1
chr2L	6083167	6083277	1
chr2L	6338390	6338500	1
chr2L	6367734	6367844	1
chr2L	6411294	6411404	1
chr2L	6423274	6423384	1
chr2L	6447831	6447941	1
chr2L	6465648	6465758	1
chr2L	6480425	6480535	1
chr2L	6494496	6494606	1
chr2L	6536103	6536213	1
chr2L	6566150	6566260	1
chr2L	6648110	6648220	1
chr2L	6649096	6649206	1
chr2L	6684326	6684436	1
chr2L	6709049	6709159	1
chr2L	6786825	6786935	1
chr2L	6789387	6789497	1
chr2L	6794564	6794674	1
chr2L	6914067	6914177	1
chr2L	6917270	6917380	1
chr2L	6918690	6918800	1
chr2L	6919915	6920025	1
chr2L	7023863	7023973	1
chr2L	7084602	7084712	1
chr2L	7157664	7157774	1
chr2L	7188072	7188182	1
chr2L	7204221	7204331	1
chr2L	7219998	7220108	1
chr2L	7240465	7240575	1
chr2L	7277137	7277247	1
chr2L	7388199	7388309	1
chr2L	7433465	7433575	1
chr2L	7496283	7496393	1
chr2L	7530543	7530653	1
chr2L	7544392	7544502	1
chr2L	7576573	7576683	1
chr2L	7578944	7579054	1
chr2L	7701568	7701678	1
chr2L	7719456	7719566	1
chr2L	7722803	7722913	1
chr2L	7726268	7726378	1
chr2L	7790526	7790636	1
chr2L	7795927	7796037	1
chr2L	7810668	7810778	1
chr2L	7827212	7827322	1
chr2L	7984150	7984260	1
chr2L	7994151	7994261	1
chr2L	8007238	8007348	1
chr2L	8009465	8009575	1
chr2L	8042319	8042429	1
chr2L	8155878	8155988	1
chr2L	8159591	8159701	1
chr2L	8205097	8205207	1
chr2L	8210896	8211006	1
chr2L	8211036	8211146	1
chr2L	8239844	8239954	1
chr2L	8257500	8257610	1
chr2L	8300481	8300591	1
chr2L	8300707	8300817	1
chr2L	8319877	8319987	1
chr2L	8325224	8325334	1
chr2L	8362416	8362526	1
chr2L	8403434	8403544	1
chr2L	8411570	8411680	1
chr2L	8433567	8433677	1
chr2L	8463959	8464069	1
chr2L	8691175	8691285	1
chr2L	8709349	8709459	1
chr2L	8720618	8720728	1
chr2L	8735762	8735872	1
chr2L	8740657	8740767	1
chr2L	8850421	8850531	1
chr2L	8951180	8951290	1
chr2L	8958077	8958187	1
chr2L	8959029	8959139	1
chr2L	8989147	8989257	1
chr2L	9178593	9178703	1
chr2L	9179399	9179509	1
chr2L	9431014	9431124	1
chr2L	9699262	9699372	1
chr2L	9705948	9706058	1
chr2L	9790714	9790824	1
chr2L	9890733	9890843	1
chr2L	9894512	9894622	1
chr2L	9894972	9895082	1
chr2L	9897486	9897596	1
chr2L	9908602	9908712	1
chr2L	9918108	9918218	1
chr2L	9918137	9918247	1
chr2L	9947357	9947467	1
chr2L	9963720	9963830	1
chr2L	10226761	10226871	1
chr2L	10255853	10255963	1
chr2L	10306534	10306644	1
chr2L	10314335	10314445	1
chr2L	10321767	10321877	1
chr2L	10413349	10413459	1
chr2L	10506745	10506855	1
chr2L	10516637	10516747	1
chr2L	10517185	10517295	1
chr2L	10756285	10756395	1
chr2L	10767903	10768013	1
chr2L	10842554	10842664	1
chr2L	10850808	10850918	1
chr2L	10858046	10858156	1
chr2L	10970194	10970304	1
chr2L	11057432	11057542	1
chr2L	11066964	11067074	1
chr2L	11155685	11155795	1
chr2L	11221188	11221298	1
chr2L	11528170	11528280	1
chr2L	11808120	11808230	1
chr2L	11809399	11809509	1
chr2L	12046082	12046192	1
chr2L	12055918	12056028	1
chr2L	12055951	12056061	1
chr2L	12404446	12404556	1
chr2L	12423401	12423511	1
chr2L	12427630	12427740	1
chr2L	12432913	12433023	1
chr2L	12433154	12433264	1
chr2L	12461215	12461325	1
chr2L	12483554	12483664	1
chr2L	12493487	12493597	1
chr2L	12493608	12493718	1
chr2L	12504567	12504677	1
chr2L	12712437	12712547	1
chr2L	12822774	12822884	1
chr2L	12823927	12824037	1
chr2L	13019071	13019181	1
chr2L	13019102	13019212	1
chr2L	13060107	13060217	1
chr2L	13067033	13067143	1
chr2L	13074877	13074987	1
chr2L	13191915	13192025	1
chr2L	13211786	13211896	1
chr2L	13513342	13513452	1
chr2L	13513390	13513500	1
chr2L	13549292	13549402	1
chr2L	13641197	13641307	1
chr2L	13641210	13641320	1
chr2L	13780132	13780242	1
chr2L	13841507	13841617	1
chr2L	13905272	13905382	1
chr2L	13972916	13973026	1
chr2L	14001217	14001327	1
chr2L	14234091	14234201	1
chr2L	14409516	14409626	1
chr2L	14518350	14518460	1
chr2L	14530589	14530699	1
chr2L	14599440	14599550	1
